date,scope,category,activity,quantity,unit,emission_factor
2024-06-29,Scope 1,Mobile Combustion,Delivery Truck (Diesel),42.66645213741439,Liter,2.68
2024-06-29,Scope 1,Mobile Combustion,Company Cars (Petrol),24.16652924238358,Liter,2.31
2024-06-30,Scope 2,Purchased Electricity,State Grid,565.0183930465903,kWh,0.716
2024-07-01,Scope 2,Purchased Electricity,State Grid,422.38563237963587,kWh,0.716
2024-07-02,Scope 2,Purchased Electricity,State Grid,482.45700622864234,kWh,0.716
2024-07-03,Scope 2,Purchased Electricity,State Grid,471.7140571905727,kWh,0.716
2024-07-04,Scope 2,Purchased Electricity,State Grid,435.34699426590913,kWh,0.716
2024-07-05,Scope 2,Purchased Electricity,State Grid,402.005267355962,kWh,0.716
2024-07-05,Scope 3,Waste Generated,Mixed Municipal Waste,81.34947251334447,kg,0.45
2024-07-05,Scope 3,Waste Generated,Scrap Metal & Cardboard,51.08953221297487,kg,0.02
2024-07-06,Scope 2,Purchased Electricity,State Grid,460.59071838918635,kWh,0.716
2024-07-06,Scope 1,Mobile Combustion,Delivery Truck (Diesel),40.91025646411601,Liter,2.68
2024-07-06,Scope 1,Mobile Combustion,Company Cars (Petrol),22.972151903938098,Liter,2.31
2024-07-07,Scope 2,Purchased Electricity,State Grid,479.86073048111706,kWh,0.716
2024-07-08,Scope 2,Purchased Electricity,State Grid,441.2806969055486,kWh,0.716
2024-07-09,Scope 2,Purchased Electricity,State Grid,436.8771878949869,kWh,0.716
2024-07-10,Scope 2,Purchased Electricity,State Grid,446.3464847401217,kWh,0.716
2024-07-11,Scope 2,Purchased Electricity,State Grid,434.0940115794143,kWh,0.716
2024-07-12,Scope 2,Purchased Electricity,State Grid,438.2057587249777,kWh,0.716
2024-07-12,Scope 1,Stationary Combustion,DG Set (Diesel),14.022908495439978,Liter,2.68
2024-07-12,Scope 3,Waste Generated,Mixed Municipal Waste,67.42298845257149,kg,0.45
2024-07-12,Scope 3,Waste Generated,Scrap Metal & Cardboard,43.749612071823535,kg,0.02
2024-07-13,Scope 2,Purchased Electricity,State Grid,386.4685655290627,kWh,0.716
2024-07-13,Scope 1,Stationary Combustion,DG Set (Diesel),7.3129662328026654,Liter,2.68
2024-07-13,Scope 1,Mobile Combustion,Delivery Truck (Diesel),45.533453461545534,Liter,2.68
2024-07-13,Scope 1,Mobile Combustion,Company Cars (Petrol),24.225077403541228,Liter,2.31
2024-07-14,Scope 2,Purchased Electricity,State Grid,426.2279252527484,kWh,0.716
2024-07-15,Scope 2,Purchased Electricity,State Grid,466.1191911067911,kWh,0.716
2024-07-16,Scope 2,Purchased Electricity,State Grid,454.31270426043164,kWh,0.716
2024-07-17,Scope 2,Purchased Electricity,State Grid,438.71375571977256,kWh,0.716
2024-07-17,Scope 1,Stationary Combustion,DG Set (Diesel),11.209948577120143,Liter,2.68
2024-07-18,Scope 2,Purchased Electricity,State Grid,445.802611461247,kWh,0.716
2024-07-19,Scope 2,Purchased Electricity,State Grid,464.14592298625763,kWh,0.716
2024-07-19,Scope 3,Waste Generated,Mixed Municipal Waste,90.79369502860135,kg,0.45
2024-07-19,Scope 3,Waste Generated,Scrap Metal & Cardboard,46.517486741583454,kg,0.02
2024-07-20,Scope 2,Purchased Electricity,State Grid,431.5300677381933,kWh,0.716
2024-07-20,Scope 1,Mobile Combustion,Delivery Truck (Diesel),38.997123303296355,Liter,2.68
2024-07-20,Scope 1,Mobile Combustion,Company Cars (Petrol),24.99745786236229,Liter,2.31
2024-07-21,Scope 2,Purchased Electricity,State Grid,460.99876054957707,kWh,0.716
2024-07-21,Scope 1,Stationary Combustion,DG Set (Diesel),16.013864329670298,Liter,2.68
2024-07-22,Scope 2,Purchased Electricity,State Grid,471.8378513840441,kWh,0.716
2024-07-23,Scope 2,Purchased Electricity,State Grid,448.080562596233,kWh,0.716
2024-07-24,Scope 2,Purchased Electricity,State Grid,446.1116622452653,kWh,0.716
2024-07-25,Scope 2,Purchased Electricity,State Grid,501.3854507955064,kWh,0.716
2024-07-26,Scope 2,Purchased Electricity,State Grid,463.9459481573714,kWh,0.716
2024-07-26,Scope 3,Waste Generated,Mixed Municipal Waste,72.73051282486671,kg,0.45
2024-07-26,Scope 3,Waste Generated,Scrap Metal & Cardboard,50.445621274212954,kg,0.02
2024-07-27,Scope 2,Purchased Electricity,State Grid,463.19249045096086,kWh,0.716
2024-07-27,Scope 1,Mobile Combustion,Delivery Truck (Diesel),47.447403784567285,Liter,2.68
2024-07-27,Scope 1,Mobile Combustion,Company Cars (Petrol),26.11916405954907,Liter,2.31
2024-07-28,Scope 2,Purchased Electricity,State Grid,411.1718456156233,kWh,0.716
2024-07-29,Scope 2,Purchased Electricity,State Grid,489.904089263541,kWh,0.716
2024-07-30,Scope 2,Purchased Electricity,State Grid,455.90581161307153,kWh,0.716
2024-07-31,Scope 2,Purchased Electricity,State Grid,410.5177310226343,kWh,0.716
2024-08-01,Scope 2,Purchased Electricity,State Grid,401.8338867320311,kWh,0.716
2024-08-02,Scope 2,Purchased Electricity,State Grid,440.5548647568462,kWh,0.716
2024-08-02,Scope 3,Waste Generated,Mixed Municipal Waste,67.96634324679218,kg,0.45
2024-08-02,Scope 3,Waste Generated,Scrap Metal & Cardboard,54.52997622337679,kg,0.02
2024-08-03,Scope 2,Purchased Electricity,State Grid,426.0061815980271,kWh,0.716
2024-08-03,Scope 1,Mobile Combustion,Delivery Truck (Diesel),36.29759194639263,Liter,2.68
2024-08-03,Scope 1,Mobile Combustion,Company Cars (Petrol),21.089127625167066,Liter,2.31
2024-08-04,Scope 2,Purchased Electricity,State Grid,418.28513353039216,kWh,0.716
2024-08-05,Scope 2,Purchased Electricity,State Grid,433.3575337743071,kWh,0.716
2024-08-06,Scope 2,Purchased Electricity,State Grid,457.373357691557,kWh,0.716
2024-08-07,Scope 2,Purchased Electricity,State Grid,477.1379729657986,kWh,0.716
2024-08-08,Scope 2,Purchased Electricity,State Grid,422.90680623194595,kWh,0.716
2024-08-09,Scope 2,Purchased Electricity,State Grid,447.23098425026814,kWh,0.716
2024-08-09,Scope 3,Waste Generated,Mixed Municipal Waste,76.35090399684064,kg,0.45
2024-08-09,Scope 3,Waste Generated,Scrap Metal & Cardboard,51.694027321274184,kg,0.02
2024-08-10,Scope 2,Purchased Electricity,State Grid,423.63841239202435,kWh,0.716
2024-08-10,Scope 1,Mobile Combustion,Delivery Truck (Diesel),37.856798357487804,Liter,2.68
2024-08-10,Scope 1,Mobile Combustion,Company Cars (Petrol),24.587984685432865,Liter,2.31
2024-08-11,Scope 2,Purchased Electricity,State Grid,466.3159536702577,kWh,0.716
2024-08-12,Scope 2,Purchased Electricity,State Grid,445.7685323957191,kWh,0.716
2024-08-13,Scope 2,Purchased Electricity,State Grid,428.24519293360225,kWh,0.716
2024-08-14,Scope 2,Purchased Electricity,State Grid,435.9993646135088,kWh,0.716
2024-08-15,Scope 2,Purchased Electricity,State Grid,483.96999222819966,kWh,0.716
2024-08-16,Scope 2,Purchased Electricity,State Grid,501.0960420576166,kWh,0.716
2024-08-16,Scope 3,Waste Generated,Mixed Municipal Waste,73.49251116084353,kg,0.45
2024-08-16,Scope 3,Waste Generated,Scrap Metal & Cardboard,49.914785226594645,kg,0.02
2024-08-17,Scope 2,Purchased Electricity,State Grid,435.2070229444403,kWh,0.716
2024-08-17,Scope 1,Mobile Combustion,Delivery Truck (Diesel),44.86734839905414,Liter,2.68
2024-08-17,Scope 1,Mobile Combustion,Company Cars (Petrol),21.50486608086895,Liter,2.31
2024-08-18,Scope 2,Purchased Electricity,State Grid,471.5664352491464,kWh,0.716
2024-08-19,Scope 2,Purchased Electricity,State Grid,489.1000408325886,kWh,0.716
2024-08-20,Scope 2,Purchased Electricity,State Grid,446.4112000483747,kWh,0.716
2024-08-21,Scope 2,Purchased Electricity,State Grid,465.00288295572693,kWh,0.716
2024-08-21,Scope 1,Stationary Combustion,DG Set (Diesel),15.945546058129226,Liter,2.68
2024-08-22,Scope 2,Purchased Electricity,State Grid,473.5545598127576,kWh,0.716
2024-08-23,Scope 2,Purchased Electricity,State Grid,557.6148089404231,kWh,0.716
2024-08-23,Scope 3,Waste Generated,Mixed Municipal Waste,76.26029983528555,kg,0.45
2024-08-23,Scope 3,Waste Generated,Scrap Metal & Cardboard,59.34653334820808,kg,0.02
2024-08-24,Scope 2,Purchased Electricity,State Grid,418.86277009935026,kWh,0.716
2024-08-24,Scope 1,Mobile Combustion,Delivery Truck (Diesel),35.16263989099749,Liter,2.68
2024-08-24,Scope 1,Mobile Combustion,Company Cars (Petrol),23.741407029121813,Liter,2.31
2024-08-25,Scope 2,Purchased Electricity,State Grid,422.39766488702446,kWh,0.716
2024-08-26,Scope 2,Purchased Electricity,State Grid,387.0526050862847,kWh,0.716
2024-08-27,Scope 2,Purchased Electricity,State Grid,474.8468470229294,kWh,0.716
2024-08-28,Scope 2,Purchased Electricity,State Grid,469.8706637755783,kWh,0.716
2024-08-29,Scope 2,Purchased Electricity,State Grid,437.33799032434604,kWh,0.716
2024-08-30,Scope 2,Purchased Electricity,State Grid,399.67753427882184,kWh,0.716
2024-08-30,Scope 3,Waste Generated,Mixed Municipal Waste,78.56974201452475,kg,0.45
2024-08-30,Scope 3,Waste Generated,Scrap Metal & Cardboard,56.933857410285206,kg,0.02
2024-08-31,Scope 2,Purchased Electricity,State Grid,504.6075424755386,kWh,0.716
2024-08-31,Scope 1,Mobile Combustion,Delivery Truck (Diesel),38.33084077846709,Liter,2.68
2024-08-31,Scope 1,Mobile Combustion,Company Cars (Petrol),25.3670159540009,Liter,2.31
2024-09-01,Scope 2,Purchased Electricity,State Grid,409.70606374547305,kWh,0.716
2024-09-02,Scope 2,Purchased Electricity,State Grid,418.1451640583591,kWh,0.716
2024-09-03,Scope 2,Purchased Electricity,State Grid,422.11518101334485,kWh,0.716
2024-09-04,Scope 2,Purchased Electricity,State Grid,445.5178200589847,kWh,0.716
2024-09-05,Scope 2,Purchased Electricity,State Grid,455.1371361090417,kWh,0.716
2024-09-06,Scope 2,Purchased Electricity,State Grid,468.90411297699075,kWh,0.716
2024-09-06,Scope 3,Waste Generated,Mixed Municipal Waste,53.820097399457595,kg,0.45
2024-09-06,Scope 3,Waste Generated,Scrap Metal & Cardboard,61.931563992557656,kg,0.02
2024-09-07,Scope 2,Purchased Electricity,State Grid,506.5350842796166,kWh,0.716
2024-09-07,Scope 1,Mobile Combustion,Delivery Truck (Diesel),31.304313508700787,Liter,2.68
2024-09-07,Scope 1,Mobile Combustion,Company Cars (Petrol),27.401127957744826,Liter,2.31
2024-09-08,Scope 2,Purchased Electricity,State Grid,457.83155373555024,kWh,0.716
2024-09-08,Scope 1,Stationary Combustion,DG Set (Diesel),9.102293261416758,Liter,2.68
2024-09-09,Scope 2,Purchased Electricity,State Grid,480.25385766008907,kWh,0.716
2024-09-10,Scope 2,Purchased Electricity,State Grid,431.1652720705291,kWh,0.716
2024-09-11,Scope 2,Purchased Electricity,State Grid,439.2406466038199,kWh,0.716
2024-09-12,Scope 2,Purchased Electricity,State Grid,462.9001199040092,kWh,0.716
2024-09-13,Scope 2,Purchased Electricity,State Grid,451.34313337008757,kWh,0.716
2024-09-13,Scope 3,Waste Generated,Mixed Municipal Waste,86.66418538896384,kg,0.45
2024-09-13,Scope 3,Waste Generated,Scrap Metal & Cardboard,43.023974041433696,kg,0.02
2024-09-14,Scope 2,Purchased Electricity,State Grid,351.0488683990979,kWh,0.716
2024-09-14,Scope 1,Mobile Combustion,Delivery Truck (Diesel),39.52128909965614,Liter,2.68
2024-09-14,Scope 1,Mobile Combustion,Company Cars (Petrol),28.58136354990437,Liter,2.31
2024-09-15,Scope 2,Purchased Electricity,State Grid,435.1778221570848,kWh,0.716
2024-09-16,Scope 2,Purchased Electricity,State Grid,457.9409303214827,kWh,0.716
2024-09-17,Scope 2,Purchased Electricity,State Grid,431.47431534386567,kWh,0.716
2024-09-18,Scope 2,Purchased Electricity,State Grid,434.3049867085843,kWh,0.716
2024-09-19,Scope 2,Purchased Electricity,State Grid,458.16839760449426,kWh,0.716
2024-09-20,Scope 2,Purchased Electricity,State Grid,435.52860422837745,kWh,0.716
2024-09-20,Scope 3,Waste Generated,Mixed Municipal Waste,73.24414226521623,kg,0.45
2024-09-20,Scope 3,Waste Generated,Scrap Metal & Cardboard,51.094467770189695,kg,0.02
2024-09-21,Scope 2,Purchased Electricity,State Grid,468.3828063610589,kWh,0.716
2024-09-21,Scope 1,Mobile Combustion,Delivery Truck (Diesel),35.67493753548963,Liter,2.68
2024-09-21,Scope 1,Mobile Combustion,Company Cars (Petrol),25.52607148720066,Liter,2.31
2024-09-22,Scope 2,Purchased Electricity,State Grid,465.35842821642166,kWh,0.716
2024-09-23,Scope 2,Purchased Electricity,State Grid,404.23033546065045,kWh,0.716
2024-09-24,Scope 2,Purchased Electricity,State Grid,454.9443091733669,kWh,0.716
2024-09-25,Scope 2,Purchased Electricity,State Grid,506.2556444149219,kWh,0.716
2024-09-26,Scope 2,Purchased Electricity,State Grid,488.0218867003879,kWh,0.716
2024-09-27,Scope 2,Purchased Electricity,State Grid,442.009888115442,kWh,0.716
2024-09-27,Scope 3,Waste Generated,Mixed Municipal Waste,95.86801146264531,kg,0.45
2024-09-27,Scope 3,Waste Generated,Scrap Metal & Cardboard,47.661143829877446,kg,0.02
2024-09-28,Scope 2,Purchased Electricity,State Grid,465.1218155022034,kWh,0.716
2024-09-28,Scope 1,Mobile Combustion,Delivery Truck (Diesel),50.006407444903346,Liter,2.68
2024-09-28,Scope 1,Mobile Combustion,Company Cars (Petrol),28.472369613704455,Liter,2.31
2024-09-29,Scope 2,Purchased Electricity,State Grid,474.9419327802519,kWh,0.716
2024-09-30,Scope 2,Purchased Electricity,State Grid,467.9154024096724,kWh,0.716
2024-10-01,Scope 2,Purchased Electricity,State Grid,430.1977527742428,kWh,0.716
2024-10-02,Scope 2,Purchased Electricity,State Grid,475.980187936886,kWh,0.716
2024-10-03,Scope 2,Purchased Electricity,State Grid,479.8741712048997,kWh,0.716
2024-10-04,Scope 2,Purchased Electricity,State Grid,466.0388901796799,kWh,0.716
2024-10-04,Scope 1,Stationary Combustion,DG Set (Diesel),14.099338894208708,Liter,2.68
2024-10-04,Scope 3,Waste Generated,Mixed Municipal Waste,59.561248746418656,kg,0.45
2024-10-04,Scope 3,Waste Generated,Scrap Metal & Cardboard,54.979899601133965,kg,0.02
2024-10-05,Scope 2,Purchased Electricity,State Grid,397.5279002331056,kWh,0.716
2024-10-05,Scope 1,Mobile Combustion,Delivery Truck (Diesel),36.05742658188249,Liter,2.68
2024-10-05,Scope 1,Mobile Combustion,Company Cars (Petrol),21.198211089817555,Liter,2.31
2024-10-06,Scope 2,Purchased Electricity,State Grid,462.0039477048536,kWh,0.716
2024-10-07,Scope 2,Purchased Electricity,State Grid,415.79536757203846,kWh,0.716
2024-10-08,Scope 2,Purchased Electricity,State Grid,371.58196136498776,kWh,0.716
2024-10-09,Scope 2,Purchased Electricity,State Grid,453.0645528673027,kWh,0.716
2024-10-10,Scope 2,Purchased Electricity,State Grid,475.11110851959523,kWh,0.716
2024-10-11,Scope 2,Purchased Electricity,State Grid,412.36095296914317,kWh,0.716
2024-10-11,Scope 3,Waste Generated,Mixed Municipal Waste,69.50297887281252,kg,0.45
2024-10-11,Scope 3,Waste Generated,Scrap Metal & Cardboard,51.76243505413188,kg,0.02
2024-10-12,Scope 2,Purchased Electricity,State Grid,370.5743169845,kWh,0.716
2024-10-12,Scope 1,Mobile Combustion,Delivery Truck (Diesel),43.593730410437914,Liter,2.68
2024-10-12,Scope 1,Mobile Combustion,Company Cars (Petrol),29.105866646632776,Liter,2.31
2024-10-13,Scope 2,Purchased Electricity,State Grid,445.6144700343072,kWh,0.716
2024-10-14,Scope 2,Purchased Electricity,State Grid,503.22618964560974,kWh,0.716
2024-10-15,Scope 2,Purchased Electricity,State Grid,470.2175836328528,kWh,0.716
2024-10-16,Scope 2,Purchased Electricity,State Grid,420.5165065759541,kWh,0.716
2024-10-17,Scope 2,Purchased Electricity,State Grid,472.45439533478446,kWh,0.716
2024-10-18,Scope 2,Purchased Electricity,State Grid,437.8653084882936,kWh,0.716
2024-10-18,Scope 1,Stationary Combustion,DG Set (Diesel),10.671706114690892,Liter,2.68
2024-10-18,Scope 3,Waste Generated,Mixed Municipal Waste,71.23158901460113,kg,0.45
2024-10-18,Scope 3,Waste Generated,Scrap Metal & Cardboard,56.08454155038312,kg,0.02
2024-10-19,Scope 2,Purchased Electricity,State Grid,412.38577671421075,kWh,0.716
2024-10-19,Scope 1,Mobile Combustion,Delivery Truck (Diesel),31.585494472955197,Liter,2.68
2024-10-19,Scope 1,Mobile Combustion,Company Cars (Petrol),26.481906583108355,Liter,2.31
2024-10-20,Scope 2,Purchased Electricity,State Grid,474.2583426963929,kWh,0.716
2024-10-21,Scope 2,Purchased Electricity,State Grid,424.6613771744695,kWh,0.716
2024-10-22,Scope 2,Purchased Electricity,State Grid,388.57231892825797,kWh,0.716
2024-10-23,Scope 2,Purchased Electricity,State Grid,460.15987964205226,kWh,0.716
2024-10-24,Scope 2,Purchased Electricity,State Grid,437.6126329648057,kWh,0.716
2024-10-25,Scope 2,Purchased Electricity,State Grid,496.149890313246,kWh,0.716
2024-10-25,Scope 3,Waste Generated,Mixed Municipal Waste,68.87317889523862,kg,0.45
2024-10-25,Scope 3,Waste Generated,Scrap Metal & Cardboard,46.70895110390846,kg,0.02
2024-10-26,Scope 2,Purchased Electricity,State Grid,479.8618781561033,kWh,0.716
2024-10-26,Scope 1,Mobile Combustion,Delivery Truck (Diesel),37.16633085808152,Liter,2.68
2024-10-26,Scope 1,Mobile Combustion,Company Cars (Petrol),27.026152448632097,Liter,2.31
2024-10-27,Scope 2,Purchased Electricity,State Grid,450.01081716389683,kWh,0.716
2024-10-27,Scope 1,Stationary Combustion,DG Set (Diesel),7.990921840558825,Liter,2.68
2024-10-28,Scope 2,Purchased Electricity,State Grid,504.78815042688046,kWh,0.716
2024-10-29,Scope 2,Purchased Electricity,State Grid,471.32577453955577,kWh,0.716
2024-10-30,Scope 2,Purchased Electricity,State Grid,486.6030553394285,kWh,0.716
2024-10-31,Scope 2,Purchased Electricity,State Grid,475.7101821890785,kWh,0.716
2024-11-01,Scope 2,Purchased Electricity,State Grid,462.2850150211712,kWh,0.716
2024-11-01,Scope 3,Waste Generated,Mixed Municipal Waste,71.54712307833599,kg,0.45
2024-11-01,Scope 3,Waste Generated,Scrap Metal & Cardboard,51.53128119321513,kg,0.02
2024-11-02,Scope 2,Purchased Electricity,State Grid,473.6155999194331,kWh,0.716
2024-11-02,Scope 1,Mobile Combustion,Delivery Truck (Diesel),51.83256735277302,Liter,2.68
2024-11-02,Scope 1,Mobile Combustion,Company Cars (Petrol),25.554114160225783,Liter,2.31
2024-11-03,Scope 2,Purchased Electricity,State Grid,445.0420895807314,kWh,0.716
2024-11-04,Scope 2,Purchased Electricity,State Grid,437.7721189997049,kWh,0.716
2024-11-04,Scope 1,Stationary Combustion,DG Set (Diesel),18.514647375082834,Liter,2.68
2024-11-05,Scope 2,Purchased Electricity,State Grid,478.5134074541798,kWh,0.716
2024-11-06,Scope 2,Purchased Electricity,State Grid,440.43388929943524,kWh,0.716
2024-11-07,Scope 2,Purchased Electricity,State Grid,477.41580218659766,kWh,0.716
2024-11-08,Scope 2,Purchased Electricity,State Grid,514.072345490614,kWh,0.716
2024-11-08,Scope 3,Waste Generated,Mixed Municipal Waste,71.53494641680157,kg,0.45
2024-11-08,Scope 3,Waste Generated,Scrap Metal & Cardboard,54.493705509932354,kg,0.02
2024-11-09,Scope 2,Purchased Electricity,State Grid,441.85250744997893,kWh,0.716
2024-11-09,Scope 1,Mobile Combustion,Delivery Truck (Diesel),39.93196556744337,Liter,2.68
2024-11-09,Scope 1,Mobile Combustion,Company Cars (Petrol),21.08983956059754,Liter,2.31
2024-11-10,Scope 2,Purchased Electricity,State Grid,423.1238994716959,kWh,0.716
2024-11-11,Scope 2,Purchased Electricity,State Grid,481.5678696784535,kWh,0.716
2024-11-12,Scope 2,Purchased Electricity,State Grid,456.02473764945086,kWh,0.716
2024-11-13,Scope 2,Purchased Electricity,State Grid,471.637035645326,kWh,0.716
2024-11-14,Scope 2,Purchased Electricity,State Grid,491.9931857085639,kWh,0.716
2024-11-15,Scope 2,Purchased Electricity,State Grid,439.7990021877866,kWh,0.716
2024-11-15,Scope 3,Waste Generated,Mixed Municipal Waste,79.45442780898927,kg,0.45
2024-11-15,Scope 3,Waste Generated,Scrap Metal & Cardboard,53.18972407184069,kg,0.02
2024-11-16,Scope 2,Purchased Electricity,State Grid,465.19909901337087,kWh,0.716
2024-11-16,Scope 1,Stationary Combustion,DG Set (Diesel),16.380884559757238,Liter,2.68
2024-11-16,Scope 1,Mobile Combustion,Delivery Truck (Diesel),38.946919167601294,Liter,2.68
2024-11-16,Scope 1,Mobile Combustion,Company Cars (Petrol),22.502428422477553,Liter,2.31
2024-11-17,Scope 2,Purchased Electricity,State Grid,445.8522408827488,kWh,0.716
2024-11-18,Scope 2,Purchased Electricity,State Grid,399.9929605982244,kWh,0.716
2024-11-19,Scope 2,Purchased Electricity,State Grid,447.6124638200599,kWh,0.716
2024-11-20,Scope 2,Purchased Electricity,State Grid,448.65694126061254,kWh,0.716
2024-11-21,Scope 2,Purchased Electricity,State Grid,448.70441535361743,kWh,0.716
2024-11-22,Scope 2,Purchased Electricity,State Grid,493.90065932299177,kWh,0.716
2024-11-22,Scope 3,Waste Generated,Mixed Municipal Waste,65.96710964246313,kg,0.45
2024-11-22,Scope 3,Waste Generated,Scrap Metal & Cardboard,65.07178902841963,kg,0.02
2024-11-23,Scope 2,Purchased Electricity,State Grid,435.9468888083754,kWh,0.716
2024-11-23,Scope 1,Mobile Combustion,Delivery Truck (Diesel),44.27939464143803,Liter,2.68
2024-11-23,Scope 1,Mobile Combustion,Company Cars (Petrol),22.63525958862647,Liter,2.31
2024-11-24,Scope 2,Purchased Electricity,State Grid,478.4366457611182,kWh,0.716
2024-11-25,Scope 2,Purchased Electricity,State Grid,429.6358991471309,kWh,0.716
2024-11-26,Scope 2,Purchased Electricity,State Grid,422.06101311124075,kWh,0.716
2024-11-27,Scope 2,Purchased Electricity,State Grid,446.36174791341153,kWh,0.716
2024-11-28,Scope 2,Purchased Electricity,State Grid,425.0397709043898,kWh,0.716
2024-11-29,Scope 2,Purchased Electricity,State Grid,417.5265351544655,kWh,0.716
2024-11-29,Scope 3,Waste Generated,Mixed Municipal Waste,74.33537758796653,kg,0.45
2024-11-29,Scope 3,Waste Generated,Scrap Metal & Cardboard,47.67609601871449,kg,0.02
2024-11-30,Scope 2,Purchased Electricity,State Grid,460.30004192142377,kWh,0.716
2024-11-30,Scope 1,Mobile Combustion,Delivery Truck (Diesel),35.127865318276505,Liter,2.68
2024-11-30,Scope 1,Mobile Combustion,Company Cars (Petrol),26.43144812987577,Liter,2.31
2024-12-01,Scope 2,Purchased Electricity,State Grid,436.93763538849146,kWh,0.716
2024-12-02,Scope 2,Purchased Electricity,State Grid,419.5715113268436,kWh,0.716
2024-12-03,Scope 2,Purchased Electricity,State Grid,433.45738781173736,kWh,0.716
2024-12-04,Scope 2,Purchased Electricity,State Grid,461.821166314325,kWh,0.716
2024-12-05,Scope 2,Purchased Electricity,State Grid,466.2293467979607,kWh,0.716
2024-12-06,Scope 2,Purchased Electricity,State Grid,442.365095983006,kWh,0.716
2024-12-06,Scope 3,Waste Generated,Mixed Municipal Waste,79.08084396904435,kg,0.45
2024-12-06,Scope 3,Waste Generated,Scrap Metal & Cardboard,50.709904997465905,kg,0.02
2024-12-07,Scope 2,Purchased Electricity,State Grid,440.46772960791145,kWh,0.716
2024-12-07,Scope 1,Stationary Combustion,DG Set (Diesel),17.025549189691723,Liter,2.68
2024-12-07,Scope 1,Mobile Combustion,Delivery Truck (Diesel),44.823924922367006,Liter,2.68
2024-12-07,Scope 1,Mobile Combustion,Company Cars (Petrol),24.57405293461465,Liter,2.31
2024-12-08,Scope 2,Purchased Electricity,State Grid,456.94016191927636,kWh,0.716
2024-12-09,Scope 2,Purchased Electricity,State Grid,443.5998395312829,kWh,0.716
2024-12-10,Scope 2,Purchased Electricity,State Grid,452.78117069645015,kWh,0.716
2024-12-11,Scope 2,Purchased Electricity,State Grid,447.0018619085845,kWh,0.716
2024-12-12,Scope 2,Purchased Electricity,State Grid,413.6732324871191,kWh,0.716
2024-12-13,Scope 2,Purchased Electricity,State Grid,430.9233871079714,kWh,0.716
2024-12-13,Scope 3,Waste Generated,Mixed Municipal Waste,84.25829404609725,kg,0.45
2024-12-13,Scope 3,Waste Generated,Scrap Metal & Cardboard,48.16291912245778,kg,0.02
2024-12-14,Scope 2,Purchased Electricity,State Grid,464.22303650734904,kWh,0.716
2024-12-14,Scope 1,Mobile Combustion,Delivery Truck (Diesel),40.0454953933333,Liter,2.68
2024-12-14,Scope 1,Mobile Combustion,Company Cars (Petrol),23.55799190441995,Liter,2.31
2024-12-15,Scope 2,Purchased Electricity,State Grid,441.7005043872685,kWh,0.716
2024-12-16,Scope 2,Purchased Electricity,State Grid,468.7562819886651,kWh,0.716
2024-12-17,Scope 2,Purchased Electricity,State Grid,456.3694411252928,kWh,0.716
2024-12-18,Scope 2,Purchased Electricity,State Grid,382.59880674872835,kWh,0.716
2024-12-19,Scope 2,Purchased Electricity,State Grid,475.4215142449909,kWh,0.716
2024-12-20,Scope 2,Purchased Electricity,State Grid,467.0225995254426,kWh,0.716
2024-12-20,Scope 1,Stationary Combustion,DG Set (Diesel),0.8578813459007417,Liter,2.68
2024-12-20,Scope 3,Waste Generated,Mixed Municipal Waste,78.13959324912742,kg,0.45
2024-12-20,Scope 3,Waste Generated,Scrap Metal & Cardboard,54.325312757661216,kg,0.02
2024-12-21,Scope 2,Purchased Electricity,State Grid,439.9091737410716,kWh,0.716
2024-12-21,Scope 1,Mobile Combustion,Delivery Truck (Diesel),41.71067671740947,Liter,2.68
2024-12-21,Scope 1,Mobile Combustion,Company Cars (Petrol),23.391346525490402,Liter,2.31
2024-12-22,Scope 2,Purchased Electricity,State Grid,443.73561063908465,kWh,0.716
2024-12-23,Scope 2,Purchased Electricity,State Grid,462.00631217920835,kWh,0.716
2024-12-24,Scope 2,Purchased Electricity,State Grid,463.3347035991559,kWh,0.716
2024-12-25,Scope 2,Purchased Electricity,State Grid,441.9302059301652,kWh,0.716
2024-12-26,Scope 2,Purchased Electricity,State Grid,501.31777436223786,kWh,0.716
2024-12-27,Scope 2,Purchased Electricity,State Grid,431.37451437097684,kWh,0.716
2024-12-27,Scope 3,Waste Generated,Mixed Municipal Waste,99.49102241574523,kg,0.45
2024-12-27,Scope 3,Waste Generated,Scrap Metal & Cardboard,47.76089096899145,kg,0.02
2024-12-28,Scope 2,Purchased Electricity,State Grid,443.2485524592486,kWh,0.716
2024-12-28,Scope 1,Mobile Combustion,Delivery Truck (Diesel),40.25986796860147,Liter,2.68
2024-12-28,Scope 1,Mobile Combustion,Company Cars (Petrol),26.19763929837456,Liter,2.31
2024-12-29,Scope 2,Purchased Electricity,State Grid,438.8512407323713,kWh,0.716
2024-12-30,Scope 2,Purchased Electricity,State Grid,511.00914792778053,kWh,0.716
2024-12-31,Scope 2,Purchased Electricity,State Grid,359.42359754475876,kWh,0.716
2025-01-01,Scope 2,Purchased Electricity,State Grid,281.96395878537953,kWh,0.716
2025-01-01,Scope 2,Purchased Electricity,Rooftop Solar,197.66306536984362,kWh,0.0
2025-01-02,Scope 2,Purchased Electricity,State Grid,291.1388625917113,kWh,0.716
2025-01-02,Scope 2,Purchased Electricity,Rooftop Solar,200.86845908353132,kWh,0.0
